email Count,x,y,latitude,longitude
31,2238.496408,1175.110714,48.90862146,2.243808691
316,2238.3265,1472.06143,48.90862074,2.250292142
54,2234.983302,1574.74294,48.90860653,2.252534031
459,2230.891377,924.7884115,48.90858913,2.238343298
57,2229.785029,1155.041324,48.90858443,2.243370507
35,2229.75665,1168.010945,48.90858431,2.243653679
615,2226.773156,1961.395149,48.90857162,2.260975973
315,2221.133795,1531.316945,48.90854765,2.251585893
577,2220.396493,927.279616,48.90854451,2.238397689
30,2219.127821,1153.380059,48.90853912,2.243334236
317,2215.72967,1449.4646,48.90852467,2.249798776
616,2214.863956,1943.678576,48.90852099,2.260589159
148,2212.3483,1889.419334,48.9085103,2.259404494
582,2211.81884,1475.76964,48.90850805,2.250373105
479,2209.03016,2018.334455,48.90849619,2.262219153
34,2207.419276,1148.03564,48.90848935,2.243217549
578,2207.414751,906.9217455,48.90848933,2.237953207
49,2203.649232,1554.651256,48.90847332,2.252095361
583,2202.516609,1416.309732,48.9084685,2.249074891
453,2202.119983,486.1550378,48.90846682,2.228766429
229,2197.284021,889.7466826,48.90844626,2.237578217
62,2186.559684,1157.569088,48.90840067,2.243425697
7,2185.60617,706.8655049,48.90839661,2.233585294
322,2185.17526,1812.927414,48.90839478,2.257734413
61,2185.163763,1237.118341,48.90839473,2.24516253
499,2183.25366,1392.964078,48.90838661,2.248565176
146,2182.471095,1826.511447,48.90838328,2.258030999
50,2180.870356,1450.927206,48.90837648,2.249830709
314,2180.786833,1607.551615,48.90837612,2.253250356
58,2179.421176,1196.86503,48.90837032,2.244283662
52,2176.036661,1501.521869,48.90835593,2.250935364
37,2173.863807,1243.055428,48.90834669,2.245292157
32,2170.544626,1181.358676,48.90833258,2.243945105
318,2169.040124,1405.023531,48.90832618,2.248828475
617,2164.871182,1924.658462,48.90830846,2.260173885
319,2162.347868,1687.288038,48.90829773,2.254991276
33,2161.614157,1176.430263,48.90829461,2.243837501
232,2156.118089,871.0655214,48.90827125,2.237170343
480,2152.867967,2059.328677,48.90825743,2.263114197
695,2146.409046,2103.718392,48.90822997,2.264083376
247,2144.773347,1148.275333,48.90822302,2.243222783
231,2143.09049,914.2498479,48.90821587,2.238113205
36,2139.180326,1206.009878,48.90819924,2.244483325
448,2130.999807,559.6217413,48.90816446,2.230370459
618,2130.405412,1897.935858,48.90816194,2.259590439
63,2129.0158,1166.695947,48.90815603,2.243624968
51,2128.087809,1464.815402,48.90815209,2.250133936
235,2127.757552,667.3237757,48.90815068,2.232721963
449,2126.973994,616.5375052,48.90814735,2.231613125
321,2125.695403,1784.926236,48.90814191,2.257123052
452,2117.826296,486.7015862,48.90810846,2.228778362
450,2117.205478,621.1081836,48.90810582,2.231712919
118,2116.810666,1745.96093,48.90810414,2.256272306
481,2111.169989,1956.560952,48.90808016,2.260870425
117,2105.93288,1799.592506,48.9080579,2.257443267
248,2104.244109,1152.715635,48.90805072,2.24331973
8,2096.755978,662.2720871,48.90801889,2.232611667
215,2093.840826,1470.781814,48.90800649,2.250264203
230,2090.111028,924.2277429,48.90799064,2.238331056
119,2088.482083,1749.111025,48.90798371,2.256341083
619,2087.522775,1889.897463,48.90797963,2.259414933
38,2084.147152,1227.538515,48.90796528,2.244953369
150,2077.368372,1807.689081,48.90793646,2.257620043
149,2077.357881,1737.115388,48.90793642,2.256079177
447,2076.341749,567.1001929,48.9079321,2.230533739
620,2070.383566,1866.950881,48.90790677,2.258913931
624,2070.27897,1955.39928,48.90790632,2.260845062
84,2067.282652,1797.244304,48.90789359,2.257391997
630,2056.633013,2115.053338,48.90784831,2.264330857
629,2053.809749,2058.027919,48.90783631,2.263085797
622,2047.874655,1860.896195,48.90781108,2.258781736
451,2047.833857,472.8709929,48.9078109,2.228476393
86,2047.559977,1700.651938,48.90780974,2.255283055
627,2047.214747,2009.766708,48.90780827,2.262032089
621,2046.964288,1855.14635,48.90780721,2.258656197
236,2046.797966,647.0730699,48.9078065,2.232279821
196,2045.464032,1251.051361,48.90780083,2.245466735
216,2039.150972,1440.825208,48.90777399,2.249610148
320,2036.178857,1737.791579,48.90776136,2.256093941
623,2033.878539,1913.191475,48.90775158,2.259923521
628,2031.556079,1999.915414,48.9077417,2.261817002
545,2030.565598,567.2000191,48.90773749,2.230535919
83,2025.336905,1694.814526,48.90771526,2.255155605
631,2022.306434,2070.079907,48.90770238,2.263348933
625,2018.639597,2002.485262,48.90768679,2.26187311
85,2016.605648,1750.642783,48.90767814,2.256374527
214,2013.589229,1493.960161,48.90766532,2.250770266
500,2010.191529,1536.354271,48.90765088,2.251695875
446,2008.695857,572.3452069,48.90764452,2.230648256
501,2008.425432,1592.882022,48.90764337,2.252930069
475,2006.956012,2071.642884,48.90763712,2.263383058
626,2004.583982,1982.622273,48.90762704,2.261439433
262,1999.500002,1738.232087,48.90760542,2.256103559
485,1995.885224,1880.138753,48.90759006,2.259201867
477,1993.717104,2122.24962,48.90758084,2.264487976
474,1986.815118,1998.759936,48.9075515,2.261791774
445,1985.548157,542.0279095,48.90754611,2.229986325
585,1979.129445,1613.361917,48.90751882,2.253377215
632,1974.583703,2048.490358,48.9074995,2.262877559
584,1974.316709,1567.242859,48.90749836,2.252370278
304,1974.258665,1010.455856,48.90749812,2.240213711
311,1962.599658,1240.024661,48.90744855,2.245225985
484,1960.580801,1803.195866,48.90743997,2.25752194
195,1960.481274,1240.268345,48.90743954,2.245231305
213,1943.795592,1475.881496,48.90736861,2.250375547
305,1943.795107,1025.257064,48.90736861,2.240536872
263,1937.028224,1702.742034,48.90733984,2.255328689
634,1932.873524,2019.833861,48.90732218,2.26225189
633,1932.669552,2008.511998,48.90732131,2.262004695
476,1930.899516,2059.432032,48.90731378,2.263116453
483,1927.228104,1739.308296,48.90729818,2.256127056
194,1903.603798,1257.590611,48.90719774,2.245609509
635,1894.550029,2011.515131,48.90715925,2.262070263
636,1893.451054,2013.319843,48.90715458,2.262109666
303,1884.60015,1071.445303,48.90711695,2.24154532
482,1878.600716,1854.458865,48.90709145,2.258641187
206,1876.202146,1879.665533,48.90708125,2.259191535
162,1875.348464,1115.501179,48.90707762,2.242507211
124,1872.952766,1978.780162,48.90706744,2.261355547
161,1869.544212,1039.133725,48.90705295,2.240839848
181,1865.28303,1810.160169,48.90703483,2.257673995
180,1860.202213,1735.081339,48.90701323,2.256034767
441,1859.341772,740.6939188,48.90700957,2.234323885
201,1859.238418,1354.45263,48.90700913,2.247724339
324,1852.487877,1423.813036,48.90698043,2.249238714
202,1851.613062,1483.422253,48.90697672,2.250540187
203,1848.504199,1787.653483,48.9069635,2.257182597
460,1843.159473,752.1444271,48.90694078,2.234573888
153,1832.95633,1398.277801,48.9068974,2.248681193
152,1830.761847,1315.138145,48.90688807,2.246865969
151,1830.229196,1385.168696,48.90688581,2.248394976
440,1828.17265,855.3066092,48.90687706,2.236826272
569,1827.511003,712.6954819,48.90687425,2.233712583
335,1827.242616,1937.516536,48.90687311,2.260454621
125,1823.97659,1994.313348,48.90685922,2.26169469
573,1822.994649,870.6549286,48.90685505,2.237161378
154,1820.477678,1456.362351,48.90684435,2.249949377
123,1817.530891,1954.836965,48.90683182,2.260832785
312,1815.761862,1113.423158,48.9068243,2.24246184
575,1814.373362,792.6980291,48.9068184,2.235459312
207,1812.027189,1865.648253,48.90680842,2.25888549
574,1808.610048,825.2905861,48.9067939,2.23617092
444,1808.564663,653.0232415,48.9067937,2.232409734
160,1802.946423,1044.487201,48.90676982,2.240956732
437,1801.91521,727.4798737,48.90676544,2.234035377
159,1798.361054,1110.465034,48.90675033,2.242397254
306,1790.205679,1145.981835,48.90671566,2.243172708
542,1787.439101,899.5937044,48.90670389,2.237793211
189,1782.533866,1095.293733,48.90668304,2.242066013
132,1780.567081,1119.663807,48.90667468,2.242598095
439,1778.482997,845.049741,48.90666582,2.23660233
182,1774.763456,1719.640596,48.90665001,2.255697643
323,1771.667981,1368.345645,48.90663685,2.248027671
188,1768.376477,1151.134357,48.90662285,2.243285205
438,1765.03984,768.2751412,48.90660867,2.234926077
576,1764.442116,682.2825266,48.90660613,2.233048564
158,1761.418807,1424.285204,48.90659327,2.249249023
183,1757.168552,1803.227158,48.90657521,2.257522624
568,1754.11768,782.766999,48.90656224,2.235242484
155,1751.516327,1486.33399,48.90655118,2.250603761
157,1747.880636,1340.183832,48.90653572,2.247412802
121,1746.771169,1710.944512,48.906531,2.255507777
567,1743.570102,822.7112938,48.90651739,2.236114605
156,1741.081702,1405.336163,48.90650682,2.248835301
135,1737.41962,1155.213042,48.90649125,2.243374256
120,1735.544875,1764.227579,48.90648328,2.256671129
543,1734.741469,894.2489983,48.90647986,2.237676518
131,1734.550902,1138.15699,48.90647905,2.243001864
205,1731.286873,1928.004838,48.90646518,2.260246948
136,1730.479558,1212.782342,48.90646174,2.244631191
442,1727.726762,716.6228682,48.90645004,2.233798331
313,1725.590166,1072.717957,48.90644096,2.241573106
