zoom Count,x,y,longitude,latitude,real longitude,real latitude
466,489.7730343,896.9233761,48.90118716,2.237734909,48.88568287,2.245178447
102,2313.621331,895.6258411,48.90894084,2.237706579,48.89359329,2.245199398
277,2296.480979,894.8304211,48.90886797,2.237689212,48.89351895,2.245212242
467,517.0920303,891.4595769,48.9013033,2.237615615,48.88580136,2.245266671
303,698.6573962,889.6529483,48.90207518,2.23757617,48.88658884,2.245295842
30,2459.772339,888.88041,48.90956217,2.237559303,48.89422718,2.245308316
313,1716.836377,887.3035146,48.90640374,2.237524874,48.8910049,2.245333778
468,655.5082767,885.9957777,48.90189175,2.237496322,48.88640171,2.245354894
134,1272.949644,883.3048066,48.90451666,2.237437569,48.88907968,2.245398345
465,537.1259607,880.5319785,48.90138847,2.237377028,48.88588825,2.245443118
3,2160.724893,875.3895478,48.90829083,2.237264751,48.89293014,2.245526153
32,2448.529954,873.1410707,48.90951437,2.237215659,48.89417841,2.245562459
418,1833.847158,871.9407249,48.90690119,2.237189452,48.89151241,2.24558184
283,1811.131696,869.7515827,48.90680462,2.237141655,48.89141389,2.245617188
312,1611.202926,867.2695842,48.90595467,2.237087465,48.89054676,2.245657265
426,1679.330387,857.0757598,48.90624429,2.236864899,48.89084223,2.245821863
284,1656.232988,854.9993249,48.9061461,2.236819563,48.89074206,2.245855392
419,1775.295447,852.8217987,48.90665227,2.23677202,48.89125846,2.245890552
144,1186.135946,844.9682731,48.90414759,2.236600551,48.88870315,2.246017362
306,670.6281064,835.0695943,48.90195602,2.236384429,48.88646727,2.246177195
282,1802.280341,829.9204866,48.90676699,2.236272006,48.8913755,2.246260338
285,1696.216757,825.9914927,48.90631608,2.236186223,48.89091547,2.246323779
289,1732.128512,822.2293121,48.90646875,2.236104081,48.89107123,2.246384527
424,1599.962945,820.2957256,48.90590688,2.236061865,48.890498,2.246415748
305,689.8060415,812.9412075,48.90203755,2.23590129,48.88655045,2.246534501
471,708.3250023,811.3238553,48.90211628,2.235865978,48.88663077,2.246560616
423,1664.811952,810.6167692,48.90618257,2.23585054,48.89077926,2.246572034
452,467.9178375,809.5025889,48.90109425,2.235826213,48.88558808,2.246590025
472,636.8504215,805.8600561,48.90181243,2.235746685,48.88632078,2.24664884
132,2938.113262,804.6925474,48.91159573,2.235721194,48.89630185,2.246667692
464,551.6960919,804.0387897,48.90145041,2.23570692,48.88595144,2.246678248
463,604.5128175,800.3962569,48.90167495,2.235627391,48.88618052,2.246737064
110,1352.280652,798.5761953,48.90485392,2.235587653,48.88942375,2.246766452
109,1273.583956,789.5822871,48.90451935,2.235391285,48.88908242,2.246911676
281,1796.379438,785.663713,48.9067419,2.235305729,48.8913499,2.246974949
420,1770.515715,784.7106242,48.90663195,2.23528492,48.89123773,2.246990338
470,741.1077975,780.3623265,48.90225565,2.235189982,48.88677296,2.24706055
111,1300.56568,778.3399019,48.90463406,2.235145825,48.88919945,2.247093206
288,1737.882098,777.4910249,48.90649321,2.235127291,48.89109618,2.247106913
453,486.1305015,762.1496625,48.90117167,2.234792337,48.88566707,2.247354629
100,2288.888084,760.7172189,48.90883569,2.234761062,48.89348601,2.247377758
462,517.0920303,756.6858633,48.9013033,2.234673044,48.88580136,2.247442852
417,1862.525548,754.8373021,48.90702311,2.234632683,48.89163679,2.247472701
105,2567.699237,751.7233107,48.91002099,2.234564694,48.89469528,2.247522982
415,1703.599474,750.0575706,48.90634747,2.234528325,48.8909475,2.247549879
286,1660.152966,747.5919461,48.90616277,2.234474492,48.89075906,2.247589691
454,442.4201079,745.7582649,48.90098585,2.234434457,48.88547749,2.247619299
398,1822.943412,742.8879733,48.90685483,2.234371788,48.89146511,2.247665646
427,1623.19244,741.896179,48.90600564,2.234350134,48.89059876,2.24768166
103,2441.784523,738.2324485,48.9094857,2.234270142,48.89414916,2.247740818
421,1789.634642,726.1589129,48.90671323,2.234006536,48.89132065,2.247935768
416,1722.7184,722.5741142,48.90642875,2.233928267,48.89103042,2.247993652
455,440.5988415,720.2605353,48.90097811,2.233877754,48.8854696,2.248031009
104,2466.51777,717.9961552,48.90959084,2.233828315,48.89425643,2.248067572
333,612.6484417,708.6691455,48.90170954,2.233624674,48.88621581,2.248218175
287,1811.464091,707.6081773,48.90680603,2.23360151,48.89141533,2.248235306
108,1093.705793,699.6432056,48.90375464,2.233427607,48.88830225,2.248363916
461,528.0196287,698.4053385,48.90134976,2.23340058,48.88584876,2.248383904
280,1766.874922,695.6749402,48.90661647,2.233340966,48.89122193,2.248427991
332,574.4243321,695.1782833,48.90154704,2.233330122,48.88605003,2.248436011
441,1410.899789,692.4367119,48.90510312,2.233270265,48.88967799,2.248480278
106,2612.668777,688.7659537,48.91021217,2.233190119,48.89489032,2.24853955
447,1276.560119,687.4777401,48.90453201,2.233161993,48.88909534,2.248560351
460,562.6236903,682.0139409,48.90149687,2.2330427,48.88599884,2.248648574
414,1812.189016,667.6072015,48.90680911,2.232728151,48.89141847,2.248881199
440,1428.147689,665.7808661,48.90517645,2.232688276,48.8897528,2.248910689
99,2111.258398,661.7842292,48.90808054,2.232601016,48.8927156,2.248975222
98,2050.549518,661.7842292,48.90782245,2.232601016,48.89245229,2.248975222
442,1385.027939,657.156916,48.90499313,2.232499986,48.88956578,2.249049939
310,1275.470678,653.6168228,48.90452738,2.232422693,48.88909061,2.249107101
107,1064.475591,652.4251878,48.90363038,2.232396676,48.88817548,2.249126342
459,555.3386247,647.4098793,48.9014659,2.232287175,48.88596725,2.249207324
456,464.2753047,645.5886129,48.90107876,2.23224741,48.88557228,2.249236732
309,1015.83094,643.2902423,48.90342358,2.232197229,48.8879645,2.249273843
446,1289.308984,638.3035473,48.90458621,2.232088352,48.88915063,2.249354363
39,2786.190135,629.3339866,48.91094986,2.231892516,48.89564292,2.249499194
449,997.90636,625.5546825,48.90334737,2.231810001,48.88788675,2.249560218
408,2107.337438,622.1997519,48.90806387,2.231736751,48.89269859,2.24961439
443,1319.956315,614.8211608,48.9047165,2.231575651,48.88928356,2.249733532
36,2607.838601,613.3725755,48.91019164,2.231544024,48.89486937,2.249756922
458,531.6621615,607.3420185,48.90136524,2.231412356,48.88586455,2.249854297
448,903.2005072,592.7718873,48.90294475,2.23109424,48.88747599,2.25008956
409,2089.413445,589.936564,48.90798767,2.231032335,48.89262085,2.250135342
450,966.9448312,589.1293545,48.90321575,2.231014711,48.88775247,2.250148375
37,2763.705364,584.3644458,48.91085427,2.230910677,48.8955454,2.250225314
403,2446.698378,583.9618996,48.90950659,2.230901888,48.89417048,2.250231814
38,2822.165767,582.1159688,48.9111028,2.230861585,48.89579895,2.25026162
311,2033.736731,581.3307594,48.90775097,2.230844441,48.89237937,2.250274299
412,2004.57321,579.182168,48.90762699,2.23079753,48.89225288,2.250308992
342,2506.047335,577.4957638,48.90975889,2.23076071,48.89442788,2.250336222
34,2679.789866,572.8999888,48.91049752,2.230660369,48.89518144,2.250410429
402,2408.460525,570.8176378,48.90934403,2.230614904,48.89400463,2.250444053
410,2130.041163,569.6227049,48.90816039,2.230588814,48.89279706,2.250463348
445,1347.589509,569.0954241,48.90483397,2.230577302,48.8894034,2.250471862
457,433.3137759,565.4528913,48.90094714,2.230497773,48.885438,2.250530677
401,2373.807472,561.2581747,48.90919671,2.230406188,48.89385433,2.250598409
451,928.6982368,559.9890921,48.90305315,2.230378479,48.88758658,2.250618901
411,2057.150257,558.868309,48.90785051,2.230354009,48.89248092,2.250636998
413,1990.234015,557.6733761,48.90756603,2.230327919,48.89219069,2.250656293
444,1391.299902,556.3465593,48.9050198,2.23029895,48.88959299,2.250677717
33,2616.832509,552.6636955,48.91022987,2.230218541,48.89490838,2.250737184
430,1309.013516,521.5257004,48.90466998,2.229538692,48.8892361,2.251239967
404,2277.017908,511.0709936,48.90878523,2.22931043,48.89343453,2.251408778
148,988.7287109,503.8553722,48.90330836,2.229152888,48.88784695,2.251525288
405,2207.711801,502.7064634,48.90849059,2.229127804,48.89313394,2.251543839
431,1468.948591,494.8698545,48.9053499,2.228956704,48.88992976,2.251670377
35,2544.881244,494.2032925,48.90992399,2.22894215,48.89459631,2.25168114
406,2113.312103,493.1470003,48.90808927,2.228919088,48.89272451,2.251698195
153,2424.476447,485.4150126,48.90941211,2.228750272,48.89407409,2.251823043
429,1316.853471,481.5419316,48.90470331,2.228665709,48.8892701,2.251885582
338,2741.998629,477.5634511,48.91076199,2.228578845,48.89545125,2.251949822
337,2700.360165,477.5634511,48.91058497,2.228578845,48.89527066,2.251949822
152,2482.736026,475.1339105,48.90965979,2.2285258,48.89432677,2.251989052
146,943.7591702,467.8797396,48.90311718,2.228367417,48.88765191,2.252106184
407,2030.861734,466.8584768,48.90773875,2.228345119,48.8923669,2.252122675
149,1067.425407,465.6312626,48.90364292,2.228318325,48.88818827,2.25214249
439,1088.677653,456.4540767,48.90373327,2.228117956,48.88828045,2.252290673
432,1425.044845,446.2621356,48.90516326,2.227895431,48.88973935,2.252455242
145,925.7713539,443.1464922,48.90304071,2.227827405,48.88757389,2.252505551
438,1013.414088,441.5581628,48.9034133,2.227792727,48.88795401,2.252531197
437,895.8147679,440.7741674,48.90291335,2.227775609,48.88744396,2.252543856
433,1375.653131,432.1502172,48.90495328,2.227587319,48.88952512,2.252683106
339,2711.463756,427.5972947,48.91063218,2.227487913,48.89531882,2.252756622
434,1310.581507,425.8782535,48.90467664,2.227450381,48.88924289,2.252784379
147,999.9710961,425.1586759,48.90335615,2.22743467,48.88789571,2.252795998
308,859.4570067,413.15502,48.90275879,2.227172589,48.88728627,2.25298982
307,888.9615224,410.2045684,48.90288422,2.22710817,48.88741424,2.253037462
435,1076.950858,396.0864258,48.90368341,2.226799923,48.88822958,2.253265426
428,1356.053244,386.6784802,48.90486995,2.226594515,48.88944011,2.253417336
340,2672.601189,383.1829335,48.91046696,2.226518196,48.89515026,2.253473777
436,896.6319013,375.7025437,48.90291683,2.226354873,48.88744751,2.253594563
341,2625.410931,355.4239577,48.91026634,2.225912122,48.89494558,2.253922
