Unnamed: 0,poi_name,poi_type,poi_lat,poi_lng,poi_rating,grid,Venue Category
272,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
273,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
274,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
275,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
276,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
277,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
278,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
279,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
282,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
283,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
284,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
286,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
287,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
288,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
289,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
290,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
291,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
292,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
293,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
294,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
295,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
296,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
297,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
298,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
299,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
302,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
303,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
304,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
306,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
307,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
308,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
309,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
310,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
311,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
312,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
313,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
314,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
315,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
316,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
317,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
318,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
319,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
322,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
323,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
324,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
326,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
327,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
328,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
329,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
330,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
331,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
332,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
333,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
334,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
335,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
336,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
337,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
338,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
339,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
342,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
343,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
344,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
346,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
347,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
348,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
349,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
350,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
351,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
352,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
353,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
354,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
355,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
356,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
357,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
358,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
359,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
362,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
363,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
364,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
366,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
367,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
368,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
369,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
370,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
371,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
372,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
373,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
374,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
375,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
376,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
377,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
378,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
379,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
382,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
383,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
384,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
386,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
387,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
388,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
389,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
390,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
391,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
392,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
393,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
394,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
395,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
396,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
397,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
398,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
399,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
402,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
403,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
404,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
406,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
407,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
408,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
409,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
410,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
411,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
412,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
413,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
414,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
415,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
416,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
417,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
418,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
419,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
422,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
423,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
424,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
426,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
427,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
428,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
429,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
430,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
431,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
432,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
433,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
434,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
435,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
436,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
437,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
438,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
439,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
442,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
443,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
444,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
446,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
447,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
448,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
449,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
450,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
451,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
452,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
453,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
454,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
455,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
456,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
457,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
458,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
459,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
462,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
463,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
464,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
466,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
467,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
468,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
469,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
470,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
471,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
472,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
473,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
474,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
475,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
476,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
477,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
478,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
479,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
482,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
483,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
484,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
486,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
487,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
488,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
489,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
490,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
491,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
492,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
493,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
494,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
495,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
496,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
497,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
498,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
499,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
502,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
503,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
504,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
506,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
507,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
508,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
509,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
510,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
511,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
512,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
513,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
514,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
515,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
516,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
517,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
518,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
519,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
522,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
523,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
524,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
526,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
527,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
528,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
529,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
530,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
531,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
532,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
533,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
534,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
535,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
536,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
537,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
538,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
539,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
